"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2021 - Stemmeberettigede";"KV2021 - Afgivne stemmer";"KV2021 - Blanke stemmer";"KV2021 - Andre ugyldige stemmer";"KV2021 - Gyldige stemmer";"KV2021 - A";"KV2021 - B";"KV2021 - C";"KV2021 - D";"KV2021 - F";"KV2021 - I";"KV2021 - J";"KV2021 - G";"KV2021 - K";"KV2021 - N";"KV2021 - H";"KV2021 - M";"KV2021 - S";"KV2021 - U";"KV2021 - O";"KV2021 - Z";"KV2021 - L";"KV2021 - R";"KV2021 - V";"KV2021 - P";"KV2021 - E";"KV2021 - Ø";"KV2021 - Å";"KV2021 - K1";"KV2021 - K2";"KV2021 - Q";"KV2021 - T";"KV2021 - W";"KV2021 - Y";"KV2021 - Æ";"KV2021 - Å1";"KV2021 - Stemmeberettigede";"KV2021 - Afgivne stemmer";"KV2021 - Blanke stemmer";"KV2021 - Andre ugyldige stemmer";"KV2021 - Gyldige stemmer";"KV2021 - A";"KV2021 - B";"KV2021 - C";"KV2021 - D";"KV2021 - F";"KV2021 - I";"KV2021 - J";"KV2021 - G";"KV2021 - K";"KV2021 - N";"KV2021 - H";"KV2021 - M";"KV2021 - S";"KV2021 - U";"KV2021 - O";"KV2021 - Z";"KV2021 - L";"KV2021 - R";"KV2021 - V";"KV2021 - P";"KV2021 - E";"KV2021 - Ø";"KV2021 - Å";"KV2021 - 0";"KV2021 - Q";"KV2021 - T";"KV2021 - W";"KV2021 - Y";"KV2021 - Æ"
"350001";"350001";"34";"5";"2";"3347";"2377";"27";"11";"2339";"628";"52";"247";"100";"238";"51";"-";"-";"-";"-";"-";"-";"-";"-";"93";"-";"26";"-";"789";"-";"-";"115";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3347";"2377";"27";"11";"2339";"628";"52";"247";"100";"238";"51";"-";"-";"-";"-";"-";"-";"-";"-";"93";"-";"26";"-";"789";"-";"-";"115";"-";"-";"-";"-";"-";"-";"-"
"350002";"350002";"34";"5";"2";"2099";"1523";"26";"3";"1494";"380";"62";"176";"67";"198";"33";"-";"-";"-";"-";"-";"-";"-";"-";"64";"-";"13";"-";"414";"-";"-";"87";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2099";"1523";"26";"3";"1494";"380";"62";"176";"67";"198";"33";"-";"-";"-";"-";"-";"-";"-";"-";"64";"-";"13";"-";"414";"-";"-";"87";"-";"-";"-";"-";"-";"-";"-"
"350003";"350003";"34";"5";"2";"1314";"966";"13";"0";"953";"233";"17";"99";"27";"158";"10";"-";"-";"-";"-";"-";"-";"-";"-";"41";"-";"17";"-";"301";"-";"-";"50";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1314";"966";"13";"0";"953";"233";"17";"99";"27";"158";"10";"-";"-";"-";"-";"-";"-";"-";"-";"41";"-";"17";"-";"301";"-";"-";"50";"-";"-";"-";"-";"-";"-";"-"
"350004";"350004";"34";"5";"2";"1150";"794";"11";"4";"779";"202";"26";"110";"36";"89";"9";"-";"-";"-";"-";"-";"-";"-";"-";"40";"-";"25";"-";"216";"-";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1150";"794";"11";"4";"779";"202";"26";"110";"36";"89";"9";"-";"-";"-";"-";"-";"-";"-";"-";"40";"-";"25";"-";"216";"-";"-";"26";"-";"-";"-";"-";"-";"-";"-"
"350005";"350005";"34";"5";"2";"1044";"732";"10";"3";"719";"119";"25";"87";"26";"114";"19";"-";"-";"-";"-";"-";"-";"-";"-";"31";"-";"22";"-";"216";"-";"-";"60";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1044";"732";"10";"3";"719";"119";"25";"87";"26";"114";"19";"-";"-";"-";"-";"-";"-";"-";"-";"31";"-";"22";"-";"216";"-";"-";"60";"-";"-";"-";"-";"-";"-";"-"
"350006";"350006";"34";"5";"2";"3788";"2846";"30";"4";"2812";"770";"118";"419";"58";"484";"37";"-";"-";"-";"-";"-";"-";"-";"-";"88";"-";"54";"-";"494";"-";"-";"290";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3788";"2846";"30";"4";"2812";"770";"118";"419";"58";"484";"37";"-";"-";"-";"-";"-";"-";"-";"-";"88";"-";"54";"-";"494";"-";"-";"290";"-";"-";"-";"-";"-";"-";"-"
"350008";"350008";"34";"5";"2";"2249";"1604";"18";"7";"1579";"293";"36";"346";"56";"289";"22";"-";"-";"-";"-";"-";"-";"-";"-";"79";"-";"76";"-";"310";"-";"-";"72";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2249";"1604";"18";"7";"1579";"293";"36";"346";"56";"289";"22";"-";"-";"-";"-";"-";"-";"-";"-";"79";"-";"76";"-";"310";"-";"-";"72";"-";"-";"-";"-";"-";"-";"-"
"350009";"350009";"34";"5";"2";"2255";"1735";"14";"5";"1716";"299";"48";"218";"52";"246";"22";"-";"-";"-";"-";"-";"-";"-";"-";"57";"-";"26";"-";"628";"-";"-";"120";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2255";"1735";"14";"5";"1716";"299";"48";"218";"52";"246";"22";"-";"-";"-";"-";"-";"-";"-";"-";"57";"-";"26";"-";"628";"-";"-";"120";"-";"-";"-";"-";"-";"-";"-"
"350011";"350011";"34";"5";"2";"2435";"2098";"23";"2";"2073";"221";"102";"280";"25";"446";"15";"-";"-";"-";"-";"-";"-";"-";"-";"19";"-";"103";"-";"654";"-";"-";"208";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2435";"2098";"23";"2";"2073";"221";"102";"280";"25";"446";"15";"-";"-";"-";"-";"-";"-";"-";"-";"19";"-";"103";"-";"654";"-";"-";"208";"-";"-";"-";"-";"-";"-";"-"
"350012";"350012";"34";"5";"2";"2478";"1752";"28";"3";"1721";"344";"143";"220";"76";"192";"39";"-";"-";"-";"-";"-";"-";"-";"-";"53";"-";"23";"-";"536";"-";"-";"95";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2478";"1752";"28";"3";"1721";"344";"143";"220";"76";"192";"39";"-";"-";"-";"-";"-";"-";"-";"-";"53";"-";"23";"-";"536";"-";"-";"95";"-";"-";"-";"-";"-";"-";"-"
"360001";"360001";"29";"5";"2";"619";"446";"6";"2";"438";"161";"1";"27";"18";"14";"-";"0";"-";"-";"0";"29";"-";"-";"-";"30";"-";"13";"-";"131";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"619";"446";"6";"2";"438";"161";"1";"27";"18";"14";"-";"0";"-";"-";"0";"29";"-";"-";"-";"30";"-";"13";"-";"131";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-"
"360003";"360003";"29";"5";"2";"2040";"1264";"16";"12";"1236";"576";"11";"59";"41";"39";"-";"1";"-";"-";"4";"98";"-";"-";"-";"63";"-";"51";"-";"252";"-";"-";"41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2040";"1264";"16";"12";"1236";"576";"11";"59";"41";"39";"-";"1";"-";"-";"4";"98";"-";"-";"-";"63";"-";"51";"-";"252";"-";"-";"41";"-";"-";"-";"-";"-";"-";"-"
"360008";"360008";"29";"5";"2";"770";"494";"4";"4";"486";"178";"3";"35";"15";"17";"-";"4";"-";"-";"21";"58";"-";"-";"-";"32";"-";"21";"-";"81";"-";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"770";"494";"4";"4";"486";"178";"3";"35";"15";"17";"-";"4";"-";"-";"21";"58";"-";"-";"-";"32";"-";"21";"-";"81";"-";"-";"21";"-";"-";"-";"-";"-";"-";"-"
"360011";"360011";"29";"5";"2";"1642";"1048";"18";"2";"1028";"385";"10";"51";"42";"28";"-";"39";"-";"-";"24";"110";"-";"-";"-";"69";"-";"43";"-";"191";"-";"-";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1642";"1048";"18";"2";"1028";"385";"10";"51";"42";"28";"-";"39";"-";"-";"24";"110";"-";"-";"-";"69";"-";"43";"-";"191";"-";"-";"36";"-";"-";"-";"-";"-";"-";"-"
"360013";"360013";"29";"5";"2";"5521";"3740";"40";"16";"3684";"1788";"48";"168";"75";"123";"-";"2";"-";"-";"5";"270";"-";"-";"-";"138";"-";"143";"-";"801";"-";"-";"123";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5521";"3740";"40";"16";"3684";"1788";"48";"168";"75";"123";"-";"2";"-";"-";"5";"270";"-";"-";"-";"138";"-";"143";"-";"801";"-";"-";"123";"-";"-";"-";"-";"-";"-";"-"
"360014";"360014";"29";"5";"2";"44";"42";"0";"0";"42";"9";"0";"0";"2";"0";"-";"1";"-";"-";"0";"0";"-";"-";"-";"3";"-";"0";"-";"27";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"44";"42";"0";"0";"42";"9";"0";"0";"2";"0";"-";"1";"-";"-";"0";"0";"-";"-";"-";"3";"-";"0";"-";"27";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"360019";"360019";"29";"5";"2";"2546";"1635";"23";"6";"1606";"616";"10";"77";"64";"62";"-";"6";"-";"-";"5";"134";"-";"-";"-";"92";"-";"55";"-";"383";"-";"-";"102";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2546";"1635";"23";"6";"1606";"616";"10";"77";"64";"62";"-";"6";"-";"-";"5";"134";"-";"-";"-";"92";"-";"55";"-";"383";"-";"-";"102";"-";"-";"-";"-";"-";"-";"-"
"360020";"360020";"29";"5";"2";"7194";"4251";"69";"28";"4154";"1765";"18";"154";"109";"184";"-";"166";"-";"-";"341";"228";"-";"-";"-";"189";"-";"296";"-";"579";"-";"-";"125";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7194";"4251";"69";"28";"4154";"1765";"18";"154";"109";"184";"-";"166";"-";"-";"341";"228";"-";"-";"-";"189";"-";"296";"-";"579";"-";"-";"125";"-";"-";"-";"-";"-";"-";"-"
"360021";"360021";"29";"5";"2";"4152";"2644";"51";"12";"2581";"1049";"13";"116";"67";"116";"-";"93";"-";"-";"185";"177";"-";"-";"-";"104";"-";"169";"-";"432";"-";"-";"60";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4152";"2644";"51";"12";"2581";"1049";"13";"116";"67";"116";"-";"93";"-";"-";"185";"177";"-";"-";"-";"104";"-";"169";"-";"432";"-";"-";"60";"-";"-";"-";"-";"-";"-";"-"
"360026";"360026";"29";"5";"2";"380";"254";"3";"1";"250";"87";"0";"6";"9";"19";"-";"2";"-";"-";"5";"13";"-";"-";"-";"21";"-";"10";"-";"54";"-";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"380";"254";"3";"1";"250";"87";"0";"6";"9";"19";"-";"2";"-";"-";"5";"13";"-";"-";"-";"21";"-";"10";"-";"54";"-";"-";"24";"-";"-";"-";"-";"-";"-";"-"
"360027";"360027";"29";"5";"2";"392";"295";"8";"0";"287";"104";"5";"9";"14";"12";"-";"6";"-";"-";"2";"3";"-";"-";"-";"17";"-";"37";"-";"57";"-";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"392";"295";"8";"0";"287";"104";"5";"9";"14";"12";"-";"6";"-";"-";"2";"3";"-";"-";"-";"17";"-";"37";"-";"57";"-";"-";"21";"-";"-";"-";"-";"-";"-";"-"
"360028";"360028";"29";"5";"2";"106";"81";"1";"0";"80";"21";"0";"8";"2";"9";"-";"0";"-";"-";"0";"5";"-";"-";"-";"3";"-";"3";"-";"24";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"106";"81";"1";"0";"80";"21";"0";"8";"2";"9";"-";"0";"-";"-";"0";"5";"-";"-";"-";"3";"-";"3";"-";"24";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-"
"360029";"360029";"29";"5";"2";"1847";"1154";"18";"4";"1132";"448";"1";"58";"60";"78";"-";"14";"-";"-";"54";"65";"-";"-";"-";"62";"-";"44";"-";"210";"-";"-";"38";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1847";"1154";"18";"4";"1132";"448";"1";"58";"60";"78";"-";"14";"-";"-";"54";"65";"-";"-";"-";"62";"-";"44";"-";"210";"-";"-";"38";"-";"-";"-";"-";"-";"-";"-"
"360035";"360035";"29";"5";"2";"2088";"1364";"22";"3";"1339";"435";"8";"58";"33";"40";"-";"22";"-";"-";"80";"197";"-";"-";"-";"106";"-";"59";"-";"245";"-";"-";"56";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2088";"1364";"22";"3";"1339";"435";"8";"58";"33";"40";"-";"22";"-";"-";"80";"197";"-";"-";"-";"106";"-";"59";"-";"245";"-";"-";"56";"-";"-";"-";"-";"-";"-";"-"
"360036";"360036";"29";"5";"2";"2924";"1771";"17";"4";"1750";"735";"11";"102";"91";"71";"-";"0";"-";"-";"7";"108";"-";"-";"-";"101";"-";"69";"-";"359";"-";"-";"96";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2924";"1771";"17";"4";"1750";"735";"11";"102";"91";"71";"-";"0";"-";"-";"7";"108";"-";"-";"-";"101";"-";"69";"-";"359";"-";"-";"96";"-";"-";"-";"-";"-";"-";"-"
"360037";"360037";"29";"5";"2";"1420";"757";"22";"8";"727";"329";"8";"38";"30";"28";"-";"0";"-";"-";"7";"29";"-";"-";"-";"48";"-";"66";"-";"85";"-";"-";"59";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1420";"757";"22";"8";"727";"329";"8";"38";"30";"28";"-";"0";"-";"-";"7";"29";"-";"-";"-";"48";"-";"66";"-";"85";"-";"-";"59";"-";"-";"-";"-";"-";"-";"-"
"370001";"370001";"32";"5";"2";"3547";"2177";"58";"4";"2115";"760";"68";"252";"167";"133";"13";"-";"1";"-";"-";"-";"-";"-";"6";"120";"-";"-";"-";"483";"-";"-";"106";"6";"-";"-";"-";"-";"-";"-";"-";"-";"3547";"2177";"58";"4";"2115";"760";"68";"252";"167";"133";"13";"-";"1";"-";"-";"-";"-";"-";"6";"120";"-";"-";"-";"483";"-";"-";"106";"6";"-";"-";"-";"-";"-";"-"
"370002";"370002";"32";"5";"2";"823";"562";"8";"1";"553";"222";"16";"74";"40";"13";"13";"-";"2";"-";"-";"-";"-";"-";"0";"26";"-";"-";"-";"121";"-";"-";"24";"2";"-";"-";"-";"-";"-";"-";"-";"-";"823";"562";"8";"1";"553";"222";"16";"74";"40";"13";"13";"-";"2";"-";"-";"-";"-";"-";"0";"26";"-";"-";"-";"121";"-";"-";"24";"2";"-";"-";"-";"-";"-";"-"
"370003";"370003";"32";"5";"2";"1647";"1036";"15";"4";"1017";"323";"34";"111";"96";"48";"13";"-";"1";"-";"-";"-";"-";"-";"1";"72";"-";"-";"-";"272";"-";"-";"45";"1";"-";"-";"-";"-";"-";"-";"-";"-";"1647";"1036";"15";"4";"1017";"323";"34";"111";"96";"48";"13";"-";"1";"-";"-";"-";"-";"-";"1";"72";"-";"-";"-";"272";"-";"-";"45";"1";"-";"-";"-";"-";"-";"-"
"370004";"370004";"32";"5";"2";"2102";"1532";"23";"5";"1504";"524";"62";"285";"105";"60";"17";"-";"4";"-";"-";"-";"-";"-";"0";"50";"-";"-";"-";"358";"-";"-";"36";"3";"-";"-";"-";"-";"-";"-";"-";"-";"2102";"1532";"23";"5";"1504";"524";"62";"285";"105";"60";"17";"-";"4";"-";"-";"-";"-";"-";"0";"50";"-";"-";"-";"358";"-";"-";"36";"3";"-";"-";"-";"-";"-";"-"
"370005";"370005";"32";"5";"2";"801";"539";"16";"2";"521";"151";"22";"52";"47";"27";"6";"-";"2";"-";"-";"-";"-";"-";"0";"34";"-";"-";"-";"159";"-";"-";"18";"3";"-";"-";"-";"-";"-";"-";"-";"-";"801";"539";"16";"2";"521";"151";"22";"52";"47";"27";"6";"-";"2";"-";"-";"-";"-";"-";"0";"34";"-";"-";"-";"159";"-";"-";"18";"3";"-";"-";"-";"-";"-";"-"
"370006";"370006";"32";"5";"2";"2119";"1377";"13";"8";"1356";"611";"34";"165";"117";"40";"17";"-";"2";"-";"-";"-";"-";"-";"3";"59";"-";"-";"-";"248";"-";"-";"57";"3";"-";"-";"-";"-";"-";"-";"-";"-";"2119";"1377";"13";"8";"1356";"611";"34";"165";"117";"40";"17";"-";"2";"-";"-";"-";"-";"-";"3";"59";"-";"-";"-";"248";"-";"-";"57";"3";"-";"-";"-";"-";"-";"-"
"370007";"370007";"32";"5";"2";"1349";"842";"18";"1";"823";"302";"37";"113";"95";"23";"10";"-";"3";"-";"-";"-";"-";"-";"0";"42";"-";"-";"-";"150";"-";"-";"44";"4";"-";"-";"-";"-";"-";"-";"-";"-";"1349";"842";"18";"1";"823";"302";"37";"113";"95";"23";"10";"-";"3";"-";"-";"-";"-";"-";"0";"42";"-";"-";"-";"150";"-";"-";"44";"4";"-";"-";"-";"-";"-";"-"
"370008";"370008";"32";"5";"2";"3977";"2861";"38";"25";"2798";"1213";"96";"445";"220";"129";"28";"-";"7";"-";"-";"-";"-";"-";"1";"117";"-";"-";"-";"465";"-";"-";"74";"3";"-";"-";"-";"-";"-";"-";"-";"-";"3977";"2861";"38";"25";"2798";"1213";"96";"445";"220";"129";"28";"-";"7";"-";"-";"-";"-";"-";"1";"117";"-";"-";"-";"465";"-";"-";"74";"3";"-";"-";"-";"-";"-";"-"
"370009";"370009";"32";"5";"2";"1205";"857";"14";"9";"834";"238";"15";"183";"59";"26";"4";"-";"1";"-";"-";"-";"-";"-";"2";"39";"-";"-";"-";"244";"-";"-";"23";"0";"-";"-";"-";"-";"-";"-";"-";"-";"1205";"857";"14";"9";"834";"238";"15";"183";"59";"26";"4";"-";"1";"-";"-";"-";"-";"-";"2";"39";"-";"-";"-";"244";"-";"-";"23";"0";"-";"-";"-";"-";"-";"-"
"370010";"370010";"32";"5";"2";"1330";"888";"13";"3";"872";"212";"24";"84";"83";"22";"6";"-";"3";"-";"-";"-";"-";"-";"1";"43";"-";"-";"-";"359";"-";"-";"34";"1";"-";"-";"-";"-";"-";"-";"-";"-";"1330";"888";"13";"3";"872";"212";"24";"84";"83";"22";"6";"-";"3";"-";"-";"-";"-";"-";"1";"43";"-";"-";"-";"359";"-";"-";"34";"1";"-";"-";"-";"-";"-";"-"
"370011";"370011";"32";"5";"2";"2570";"1806";"25";"4";"1777";"786";"89";"193";"111";"107";"22";"-";"10";"-";"-";"-";"-";"-";"0";"77";"-";"-";"-";"279";"-";"-";"101";"2";"-";"-";"-";"-";"-";"-";"-";"-";"2570";"1806";"25";"4";"1777";"786";"89";"193";"111";"107";"22";"-";"10";"-";"-";"-";"-";"-";"0";"77";"-";"-";"-";"279";"-";"-";"101";"2";"-";"-";"-";"-";"-";"-"
"370012";"370012";"32";"5";"2";"449";"280";"5";"0";"275";"63";"26";"48";"31";"15";"3";"-";"0";"-";"-";"-";"-";"-";"0";"22";"-";"-";"-";"53";"-";"-";"14";"0";"-";"-";"-";"-";"-";"-";"-";"-";"449";"280";"5";"0";"275";"63";"26";"48";"31";"15";"3";"-";"0";"-";"-";"-";"-";"-";"0";"22";"-";"-";"-";"53";"-";"-";"14";"0";"-";"-";"-";"-";"-";"-"
"370013";"370013";"32";"5";"2";"548";"356";"4";"2";"350";"103";"12";"58";"33";"9";"9";"-";"6";"-";"-";"-";"-";"-";"0";"20";"-";"-";"-";"77";"-";"-";"22";"1";"-";"-";"-";"-";"-";"-";"-";"-";"548";"356";"4";"2";"350";"103";"12";"58";"33";"9";"9";"-";"6";"-";"-";"-";"-";"-";"0";"20";"-";"-";"-";"77";"-";"-";"22";"1";"-";"-";"-";"-";"-";"-"
"370014";"370014";"32";"5";"2";"2617";"1725";"28";"8";"1689";"641";"56";"204";"120";"75";"11";"-";"7";"-";"-";"-";"-";"-";"0";"112";"-";"-";"-";"386";"-";"-";"72";"5";"-";"-";"-";"-";"-";"-";"-";"-";"2617";"1725";"28";"8";"1689";"641";"56";"204";"120";"75";"11";"-";"7";"-";"-";"-";"-";"-";"0";"112";"-";"-";"-";"386";"-";"-";"72";"5";"-";"-";"-";"-";"-";"-"
"370020";"370020";"32";"5";"2";"3892";"2679";"29";"5";"2645";"1023";"187";"487";"129";"136";"66";"-";"2";"-";"-";"-";"-";"-";"1";"72";"-";"-";"-";"440";"-";"-";"96";"6";"-";"-";"-";"-";"-";"-";"-";"-";"3892";"2679";"29";"5";"2645";"1023";"187";"487";"129";"136";"66";"-";"2";"-";"-";"-";"-";"-";"1";"72";"-";"-";"-";"440";"-";"-";"96";"6";"-";"-";"-";"-";"-";"-"
"370021";"370021";"32";"5";"2";"3402";"2007";"37";"10";"1960";"720";"157";"339";"102";"125";"32";"-";"6";"-";"-";"-";"-";"-";"2";"49";"-";"-";"-";"313";"-";"-";"102";"13";"-";"-";"-";"-";"-";"-";"-";"-";"3402";"2007";"37";"10";"1960";"720";"157";"339";"102";"125";"32";"-";"6";"-";"-";"-";"-";"-";"2";"49";"-";"-";"-";"313";"-";"-";"102";"13";"-";"-";"-";"-";"-";"-"
"370022";"370022";"32";"5";"2";"5036";"2911";"59";"30";"2822";"1168";"176";"353";"207";"215";"44";"-";"10";"-";"-";"-";"-";"-";"6";"104";"-";"-";"-";"379";"-";"-";"148";"12";"-";"-";"-";"-";"-";"-";"-";"-";"5036";"2911";"59";"30";"2822";"1168";"176";"353";"207";"215";"44";"-";"10";"-";"-";"-";"-";"-";"6";"104";"-";"-";"-";"379";"-";"-";"148";"12";"-";"-";"-";"-";"-";"-"
"370023";"370023";"32";"5";"2";"5020";"3335";"38";"13";"3284";"1345";"259";"554";"173";"188";"49";"-";"9";"-";"-";"-";"-";"-";"0";"102";"-";"-";"-";"461";"-";"-";"136";"8";"-";"-";"-";"-";"-";"-";"-";"-";"5020";"3335";"38";"13";"3284";"1345";"259";"554";"173";"188";"49";"-";"9";"-";"-";"-";"-";"-";"0";"102";"-";"-";"-";"461";"-";"-";"136";"8";"-";"-";"-";"-";"-";"-"
"370024";"370024";"32";"5";"2";"5321";"3473";"43";"16";"3414";"1504";"212";"524";"193";"186";"33";"-";"9";"-";"-";"-";"-";"-";"5";"125";"-";"-";"-";"486";"-";"-";"127";"10";"-";"-";"-";"-";"-";"-";"-";"-";"5321";"3473";"43";"16";"3414";"1504";"212";"524";"193";"186";"33";"-";"9";"-";"-";"-";"-";"-";"5";"125";"-";"-";"-";"486";"-";"-";"127";"10";"-";"-";"-";"-";"-";"-"
"370025";"370025";"32";"5";"2";"2958";"1856";"26";"7";"1823";"799";"107";"251";"145";"113";"37";"-";"4";"-";"-";"-";"-";"-";"0";"75";"-";"-";"-";"210";"-";"-";"69";"13";"-";"-";"-";"-";"-";"-";"-";"-";"2958";"1856";"26";"7";"1823";"799";"107";"251";"145";"113";"37";"-";"4";"-";"-";"-";"-";"-";"0";"75";"-";"-";"-";"210";"-";"-";"69";"13";"-";"-";"-";"-";"-";"-"
"370026";"370026";"32";"5";"2";"2825";"2142";"27";"8";"2107";"704";"218";"482";"81";"104";"28";"-";"5";"-";"-";"-";"-";"-";"0";"37";"-";"-";"-";"376";"-";"-";"69";"3";"-";"-";"-";"-";"-";"-";"-";"-";"2825";"2142";"27";"8";"2107";"704";"218";"482";"81";"104";"28";"-";"5";"-";"-";"-";"-";"-";"0";"37";"-";"-";"-";"376";"-";"-";"69";"3";"-";"-";"-";"-";"-";"-"
"370027";"370027";"32";"5";"2";"5074";"3299";"49";"25";"3225";"1265";"223";"611";"201";"134";"51";"-";"9";"-";"-";"-";"-";"-";"4";"81";"-";"-";"-";"570";"-";"-";"73";"3";"-";"-";"-";"-";"-";"-";"-";"-";"5074";"3299";"49";"25";"3225";"1265";"223";"611";"201";"134";"51";"-";"9";"-";"-";"-";"-";"-";"4";"81";"-";"-";"-";"570";"-";"-";"73";"3";"-";"-";"-";"-";"-";"-"
"370028";"370028";"32";"5";"2";"4092";"2375";"31";"13";"2331";"1143";"155";"255";"140";"104";"21";"-";"8";"-";"-";"-";"-";"-";"6";"97";"-";"-";"-";"325";"-";"-";"75";"2";"-";"-";"-";"-";"-";"-";"-";"-";"4092";"2375";"31";"13";"2331";"1143";"155";"255";"140";"104";"21";"-";"8";"-";"-";"-";"-";"-";"6";"97";"-";"-";"-";"325";"-";"-";"75";"2";"-";"-";"-";"-";"-";"-"
"370029";"370029";"32";"5";"2";"715";"528";"9";"0";"519";"224";"26";"87";"42";"28";"4";"-";"1";"-";"-";"-";"-";"-";"1";"25";"-";"-";"-";"64";"-";"-";"16";"1";"-";"-";"-";"-";"-";"-";"-";"-";"715";"528";"9";"0";"519";"224";"26";"87";"42";"28";"4";"-";"1";"-";"-";"-";"-";"-";"1";"25";"-";"-";"-";"64";"-";"-";"16";"1";"-";"-";"-";"-";"-";"-"
"370031";"370031";"32";"5";"2";"1555";"912";"20";"7";"885";"270";"31";"115";"108";"47";"11";"-";"3";"-";"-";"-";"-";"-";"2";"34";"-";"-";"-";"222";"-";"-";"40";"2";"-";"-";"-";"-";"-";"-";"-";"-";"1555";"912";"20";"7";"885";"270";"31";"115";"108";"47";"11";"-";"3";"-";"-";"-";"-";"-";"2";"34";"-";"-";"-";"222";"-";"-";"40";"2";"-";"-";"-";"-";"-";"-"
"370032";"370032";"32";"5";"2";"2280";"1777";"22";"3";"1752";"692";"79";"340";"93";"78";"21";"-";"5";"-";"-";"-";"-";"-";"1";"78";"-";"-";"-";"300";"-";"-";"63";"2";"-";"-";"-";"-";"-";"-";"-";"-";"2280";"1777";"22";"3";"1752";"692";"79";"340";"93";"78";"21";"-";"5";"-";"-";"-";"-";"-";"1";"78";"-";"-";"-";"300";"-";"-";"63";"2";"-";"-";"-";"-";"-";"-"
"376001";"376001";"30";"5";"2";"4255";"2540";"30";"18";"2492";"662";"70";"157";"100";"167";"-";"-";"-";"5";"-";"-";"-";"-";"-";"345";"-";"674";"-";"163";"-";"-";"144";"5";"-";"-";"-";"-";"-";"-";"-";"-";"4255";"2540";"30";"18";"2492";"662";"70";"157";"100";"167";"-";"-";"-";"5";"-";"-";"-";"-";"-";"345";"-";"674";"-";"163";"-";"-";"144";"5";"-";"-";"-";"-";"-";"-"
"376002";"376002";"30";"5";"2";"3379";"2258";"45";"15";"2198";"598";"62";"128";"80";"133";"-";"-";"-";"9";"-";"-";"-";"-";"-";"406";"-";"520";"-";"148";"-";"-";"107";"7";"-";"-";"-";"-";"-";"-";"-";"-";"3379";"2258";"45";"15";"2198";"598";"62";"128";"80";"133";"-";"-";"-";"9";"-";"-";"-";"-";"-";"406";"-";"520";"-";"148";"-";"-";"107";"7";"-";"-";"-";"-";"-";"-"
"376003";"376003";"30";"5";"2";"3196";"2114";"22";"30";"2062";"678";"40";"122";"60";"110";"-";"-";"-";"17";"-";"-";"-";"-";"-";"348";"-";"470";"-";"115";"-";"-";"94";"8";"-";"-";"-";"-";"-";"-";"-";"-";"3196";"2114";"22";"30";"2062";"678";"40";"122";"60";"110";"-";"-";"-";"17";"-";"-";"-";"-";"-";"348";"-";"470";"-";"115";"-";"-";"94";"8";"-";"-";"-";"-";"-";"-"
"376004";"376004";"30";"5";"2";"3701";"2464";"42";"12";"2410";"714";"40";"155";"82";"96";"-";"-";"-";"6";"-";"-";"-";"-";"-";"448";"-";"574";"-";"172";"-";"-";"118";"5";"-";"-";"-";"-";"-";"-";"-";"-";"3701";"2464";"42";"12";"2410";"714";"40";"155";"82";"96";"-";"-";"-";"6";"-";"-";"-";"-";"-";"448";"-";"574";"-";"172";"-";"-";"118";"5";"-";"-";"-";"-";"-";"-"
