"Id";"ValgId";"AdrKom";"ValgstedKode";"Kreds Nr";"Valgsted Id";"RefValgId";"RefValgstedKode";"RefValgstedId";"RefAdrKom";"RefKredsNr";"Personer";"TotalPersoner";"Divergens";"Multi";"Fejl";"DivergensGruppe";"DivergensGruppePersoner";"OrgGruppe";"GeoId"
"192";"285";"260";"2";"24";"9964";"285";"2";"9964";"260";"24";"4321";"4321";"0";"1";"0";"260002";"4321";"260002";"260002"
"193";"285";"756";"3";"79";"9150";"285";"3";"9150";"756";"79";"2019";"2019";"0";"1";"0";"756003";"2019";"756003";"756003"
"194";"285";"370";"3";"32";"8647";"285";"3";"8647";"370";"32";"1793";"1793";"0";"1";"0";"370003";"1793";"370003";"370003"
"195";"285";"615";"20";"71";"9938";"285";"20";"9938";"615";"71";"533";"533";"0";"1";"0";"615020";"533";"615020";"615020"
"196";"285";"773";"4";"87";"9272";"285";"4";"9272";"773";"87";"512";"512";"0";"1";"0";"773004";"512";"773004";"773004"
"197";"285";"561";"38";"53";"9864";"285";"38";"9864";"561";"53";"1573";"1573";"0";"1";"0";"561038";"1573";"561038";"561038"
"198";"285";"326";"6";"38";"9474";"285";"6";"9474";"326";"38";"504";"504";"0";"1";"0";"326006";"504";"326006";"326006"
"199";"285";"813";"9";"84";"9201";"285";"9";"9201";"813";"84";"5957";"5957";"0";"1";"0";"813009";"5957";"813009";"813009"
"200";"285";"450";"9";"46";"8848";"285";"9";"8848";"450";"46";"720";"720";"0";"1";"0";"450009";"720";"450009";"450009"
"201";"285";"461";"4";"41";"8777";"285";"4";"8777";"461";"41";"8408";"8408";"0";"1";"0";"461004";"8408";"461004";"461004"
"202";"285";"370";"20";"32";"9904";"285";"20";"9904";"370";"32";"3905";"3905";"0";"1";"0";"370020";"3905";"370020";"370020"
"203";"285";"710";"11";"69";"9073";"285";"11";"9073";"710";"69";"1605";"1605";"0";"1";"0";"710011";"1605";"710011";"710011"
"204";"285";"223";"4";"22";"8575";"285";"4";"8575";"223";"22";"338";"338";"0";"1";"0";"223004";"338";"223004";"223004"
"205";"285";"787";"16";"87";"9302";"285";"16";"9302";"787";"87";"936";"936";"0";"1";"0";"787016";"936";"787016";"787016"
"206";"285";"621";"15";"60";"9716";"285";"15";"9716";"621";"60";"6020";"6020";"0";"1";"0";"621015";"6020";"621015";"621015"
"207";"285";"240";"6";"25";"8613";"285";"6";"8613";"240";"25";"1360";"1360";"0";"1";"0";"240006";"1360";"240006";"240006"
"208";"285";"147";"3";"10";"9815";"285";"3";"9815";"147";"10";"12367";"12367";"0";"1";"0";"147003";"12367";"147003";"147003"
"209";"285";"510";"25";"61";"8987";"285";"25";"8987";"510";"61";"1063";"1063";"0";"1";"0";"510025";"1063";"510025";"510025"
"210";"285";"210";"1";"22";"8566";"285";"1";"8566";"210";"22";"5326";"5326";"0";"1";"0";"210001";"5326";"210001";"210001"
"211";"285";"860";"8";"85";"9220";"285";"8";"9220";"860";"85";"1446";"1446";"0";"1";"0";"860008";"1446";"860008";"860008"
"212";"285";"840";"7";"88";"9327";"285";"7";"9327";"840";"88";"1648";"1648";"0";"1";"0";"840007";"1648";"840007";"840007"
"213";"285";"101";"6";"1";"9768";"285";"6";"9768";"101";"1";"11159";"11159";"0";"1";"0";"101006";"11159";"101006";"101006"
"214";"285";"751";"56";"64";"9998";"285";"56";"9998";"751";"64";"1601";"1601";"0";"1";"0";"751056";"1601";"751056";"751056"
"215";"285";"661";"5";"82";"10012";"285";"5";"10012";"661";"82";"11106";"11106";"0";"1";"0";"661005";"11106";"661005";"661005"
"216";"285";"561";"4";"52";"9851";"285";"4";"9851";"561";"52";"3801";"3801";"0";"1";"0";"561004";"3801";"561004";"561004"
"217";"285";"846";"9";"89";"9336";"285";"9";"9336";"846";"89";"1844";"1844";"0";"1";"0";"846009";"1844";"846009";"846009"
"218";"285";"461";"9";"41";"8780";"285";"9";"8780";"461";"41";"3003";"3003";"0";"1";"0";"461009";"3003";"461009";"461009"
"219";"285";"101";"55";"9";"9916";"285";"55";"9916";"101";"9";"16123";"16123";"0";"1";"0";"101055";"16123";"101055";"101055"
"220";"285";"710";"12";"69";"9074";"285";"12";"9074";"710";"69";"2343";"2343";"0";"1";"0";"710012";"2343";"710012";"710012"
"221";"285";"849";"7";"86";"9255";"285";"7";"9255";"849";"86";"535";"535";"0";"1";"0";"849007";"535";"849007";"849007"
"222";"285";"751";"31";"63";"9012";"285";"31";"9012";"751";"63";"557";"557";"0";"1";"0";"751031";"557";"751031";"751031"
"223";"285";"787";"3";"87";"9289";"285";"3";"9289";"787";"87";"806";"806";"0";"1";"0";"787003";"806";"787003";"787003"
"224";"285";"773";"3";"87";"9271";"285";"3";"9271";"773";"87";"424";"424";"0";"1";"0";"773003";"424";"773003";"773003"
"225";"285";"630";"11";"57";"9986";"285";"11";"9986";"630";"57";"3966";"3966";"0";"1";"0";"630011";"3966";"630011";"630011"
"226";"285";"573";"10";"54";"8925";"285";"10";"8925";"573";"54";"1084";"1084";"0";"1";"0";"573010";"1084";"573010";"573010"
"227";"285";"101";"16";"4";"9777";"285";"16";"9777";"101";"4";"13467";"13467";"0";"1";"0";"101016";"13467";"101016";"101016"
"228";"285";"370";"2";"32";"8646";"285";"2";"8646";"370";"32";"877";"877";"0";"1";"0";"370002";"877";"370002";"370002"
"229";"285";"479";"4";"47";"10102";"285";"4";"10102";"479";"47";"878";"878";"0";"1";"0";"479004";"878";"479004";"479004"
"230";"285";"810";"34";"86";"9243";"285";"34";"9243";"810";"86";"647";"647";"0";"1";"0";"810034";"647";"810034";"810034"
"231";"285";"756";"8";"79";"10009";"285";"8";"10009";"756";"79";"991";"991";"0";"1";"0";"756008";"991";"756008";"756008"
"232";"285";"270";"9";"23";"8590";"285";"9";"8590";"270";"23";"839";"839";"0";"1";"0";"270009";"839";"270009";"270009"
"233";"285";"360";"11";"29";"8620";"285";"11";"8620";"360";"29";"1753";"1753";"0";"1";"0";"360011";"1753";"360011";"360011"
"234";"285";"190";"3";"25";"8603";"285";"3";"8603";"190";"25";"3815";"3815";"0";"1";"0";"190003";"3815";"190003";"190003"
"235";"285";"151";"10";"20";"8555";"285";"10";"8555";"151";"20";"2339";"2339";"0";"1";"0";"151010";"2339";"151010";"151010"
"236";"285";"791";"16";"76";"9561";"285";"16";"9561";"791";"76";"2961";"2961";"0";"1";"0";"791016";"2961";"791016";"791016"
"237";"285";"550";"2";"51";"8887";"285";"2";"8887";"550";"51";"616";"616";"0";"1";"0";"550002";"616";"550002";"550002"
"238";"285";"510";"24";"61";"9401";"285";"24";"9401";"510";"61";"1165";"1165";"0";"1";"0";"510024";"1165";"510024";"510024"
"239";"285";"316";"1";"37";"9583";"285";"1";"9583";"316";"37";"8591";"8591";"0";"1";"0";"316001";"8591";"316001";"316001"
"240";"285";"615";"21";"71";"9919";"285";"21";"9919";"615";"71";"2189";"2189";"0";"1";"0";"615021";"2189";"615021";"615021"
"241";"285";"630";"4";"57";"8959";"285";"4";"8959";"630";"57";"1892";"1892";"0";"1";"0";"630004";"1892";"630004";"630004"
"242";"285";"657";"16";"81";"9691";"285";"16";"9691";"657";"81";"882";"882";"0";"1";"0";"657016";"882";"657016";"657016"
"243";"285";"510";"8";"61";"9711";"285";"8";"9711";"510";"61";"3495";"3495";"0";"1";"0";"510008";"3495";"510008";"510008"
"244";"285";"430";"8";"48";"8871";"285";"8";"8871";"430";"48";"1654";"1654";"0";"1";"0";"430008";"1654";"430008";"430008"
"245";"285";"779";"13";"74";"9144";"285";"13";"9144";"779";"74";"1781";"1781";"0";"1";"0";"779013";"1781";"779013";"779013"
"246";"285";"240";"7";"25";"8614";"285";"7";"8614";"240";"25";"5655";"5655";"0";"1";"0";"240007";"5655";"240007";"240007"
"247";"285";"330";"7";"40";"8760";"285";"7";"8760";"330";"40";"2061";"2061";"0";"1";"0";"330007";"2061";"330007";"330007"
"248";"285";"161";"3";"20";"8558";"285";"3";"8558";"161";"20";"4945";"4945";"0";"1";"0";"161003";"4945";"161003";"161003"
"249";"285";"210";"7";"22";"8570";"285";"7";"8570";"210";"22";"3452";"3452";"0";"1";"0";"210007";"3452";"210007";"210007"
"250";"285";"707";"5";"66";"9525";"285";"5";"9525";"707";"66";"3426";"3426";"0";"1";"0";"707005";"3426";"707005";"707005"
"251";"285";"510";"26";"61";"8988";"285";"26";"8988";"510";"61";"2939";"2939";"0";"1";"0";"510026";"2939";"510026";"510026"
"252";"285";"740";"32";"78";"9661";"285";"32";"9661";"740";"78";"2749";"2749";"0";"1";"0";"740032";"2749";"740032";"740032"
"253";"285";"157";"1";"13";"8495";"285";"1";"8495";"157";"13";"5890";"5890";"0";"1";"0";"157001";"5890";"157001";"157001"
"254";"285";"510";"33";"61";"8994";"285";"33";"8994";"510";"61";"941";"941";"0";"1";"0";"510033";"941";"510033";"510033"
"255";"285";"710";"3";"69";"9530";"285";"3";"9530";"710";"69";"1727";"1727";"0";"1";"0";"710003";"1727";"710003";"710003"
"256";"285";"153";"4";"18";"9580";"285";"4";"9580";"153";"18";"6310";"6310";"0";"1";"0";"153004";"6310";"153004";"153004"
"257";"285";"430";"20";"48";"8883";"285";"20";"8883";"430";"48";"3013";"3013";"0";"1";"0";"430020";"3013";"430020";"430020"
"258";"285";"787";"17";"87";"9303";"285";"17";"9303";"787";"87";"1626";"1626";"0";"1";"0";"787017";"1626";"787017";"787017"
"259";"285";"101";"5";"1";"9767";"285";"5";"9767";"101";"1";"12911";"12911";"0";"1";"0";"101005";"12911";"101005";"101005"
"260";"285";"259";"11";"34";"8683";"285";"11";"8683";"259";"34";"2709";"2709";"0";"1";"0";"259011";"2709";"259011";"259011"
"261";"285";"190";"2";"25";"8602";"285";"2";"8602";"190";"25";"2756";"2756";"0";"1";"0";"190002";"2756";"190002";"190002"
"262";"285";"210";"3";"22";"8568";"285";"3";"8568";"210";"22";"3815";"3815";"0";"1";"0";"210003";"3815";"210003";"210003"
"263";"285";"840";"9";"88";"9329";"285";"9";"9329";"840";"88";"698";"698";"0";"1";"0";"840009";"698";"840009";"840009"
"264";"285";"390";"11";"31";"8644";"285";"11";"8644";"390";"31";"989";"989";"0";"1";"0";"390011";"989";"390011";"390011"
"265";"285";"773";"17";"87";"9285";"285";"17";"9285";"773";"87";"718";"718";"0";"1";"0";"773017";"718";"773017";"773017"
"266";"285";"773";"2";"87";"9270";"285";"2";"9270";"773";"87";"631";"631";"0";"1";"0";"773002";"631";"773002";"773002"
"267";"285";"223";"2";"22";"8573";"285";"2";"8573";"223";"22";"5102";"5102";"0";"1";"0";"223002";"5102";"223002";"223002"
"268";"285";"326";"11";"38";"9930";"285";"11";"9930";"326";"38";"1090";"1090";"0";"1";"0";"326011";"1090";"326011";"326011"
"269";"285";"167";"3";"17";"9959";"285";"3";"9959";"167";"17";"4709";"4709";"0";"1";"0";"167003";"4709";"167003";"167003"
"270";"285";"813";"8";"84";"9200";"285";"8";"9200";"813";"84";"8393";"8393";"0";"1";"0";"813008";"8393";"813008";"813008"
"271";"285";"217";"10";"21";"10036";"285";"10";"10036";"217";"21";"3920";"3920";"0";"1";"0";"217010";"3920";"217010";"217010"
"272";"285";"727";"6";"70";"9080";"285";"6";"9080";"727";"70";"1007";"1007";"0";"1";"0";"727006";"1007";"727006";"727006"
"273";"285";"550";"61";"51";"8906";"285";"61";"8906";"550";"51";"3096";"3096";"0";"1";"0";"550061";"3096";"550061";"550061"
"274";"285";"766";"3";"72";"9099";"285";"3";"9099";"766";"72";"1662";"1662";"0";"1";"0";"766003";"1662";"766003";"766003"
"275";"285";"760";"3";"83";"9175";"285";"3";"9175";"760";"83";"518";"518";"0";"1";"0";"760003";"518";"760003";"760003"
"276";"285";"219";"8";"23";"9729";"285";"8";"9729";"219";"23";"814";"814";"0";"1";"0";"219008";"814";"219008";"219008"
"277";"285";"330";"22";"40";"8772";"285";"22";"8772";"330";"40";"7207";"7207";"0";"1";"0";"330022";"7207";"330022";"330022"
"278";"285";"101";"29";"6";"9790";"285";"29";"9790";"101";"6";"4995";"4995";"0";"1";"0";"101029";"4995";"101029";"101029"
"279";"285";"760";"33";"83";"9887";"285";"33";"9887";"760";"83";"1875";"1875";"0";"1";"0";"760033";"1875";"760033";"760033"
"280";"285";"461";"18";"42";"8785";"285";"18";"8785";"461";"42";"4572";"4572";"0";"1";"0";"461018";"4572";"461018";"461018"
"281";"285";"330";"15";"40";"8767";"285";"15";"8767";"330";"40";"2401";"2401";"0";"1";"0";"330015";"2401";"330015";"330015"
"282";"285";"860";"22";"85";"9231";"285";"22";"9231";"860";"85";"3196";"3196";"0";"1";"0";"860022";"3196";"860022";"860022"
"283";"285";"813";"22";"84";"9214";"285";"22";"9214";"813";"84";"634";"634";"0";"1";"0";"813022";"634";"813022";"813022"
"284";"285";"710";"4";"69";"9067";"285";"4";"9067";"710";"69";"5712";"5712";"0";"1";"0";"710004";"5712";"710004";"710004"
"285";"285";"420";"18";"44";"8812";"285";"18";"8812";"420";"44";"1300";"1300";"0";"1";"0";"420018";"1300";"420018";"420018"
"286";"285";"265";"20";"36";"8721";"285";"20";"8721";"265";"36";"1226";"1226";"0";"1";"0";"265020";"1226";"265020";"265020"
"287";"285";"573";"19";"54";"8930";"285";"19";"8930";"573";"54";"576";"576";"0";"1";"0";"573019";"576";"573019";"573019"
"288";"285";"151";"8";"20";"9824";"285";"8";"9824";"151";"20";"4380";"4380";"0";"1";"0";"151008";"4380";"151008";"151008"
"289";"285";"573";"24";"54";"8933";"285";"24";"8933";"573";"54";"548";"548";"0";"1";"0";"573024";"548";"573024";"573024"
"290";"285";"330";"6";"40";"8759";"285";"6";"8759";"330";"40";"5817";"5817";"0";"1";"0";"330006";"5817";"330006";"330006"
"291";"285";"173";"10";"14";"8513";"285";"10";"8513";"173";"14";"5378";"5378";"0";"1";"0";"173010";"5378";"173010";"173010"
"292";"285";"787";"5";"87";"9291";"285";"5";"9291";"787";"87";"590";"590";"0";"1";"0";"787005";"590";"787005";"787005"
"293";"285";"707";"3";"66";"9042";"285";"3";"9042";"707";"66";"2161";"2161";"0";"1";"0";"707003";"2161";"707003";"707003"
"294";"285";"849";"5";"86";"9253";"285";"5";"9253";"849";"86";"952";"952";"0";"1";"0";"849005";"952";"849005";"849005"
"295";"285";"740";"31";"78";"9660";"285";"31";"9660";"740";"78";"8222";"8222";"0";"1";"0";"740031";"8222";"740031";"740031"
"296";"285";"740";"8";"77";"9641";"285";"8";"9641";"740";"77";"1021";"1021";"0";"1";"0";"740008";"1021";"740008";"740008"
"297";"285";"360";"3";"29";"8619";"285";"3";"8619";"360";"29";"2144";"2144";"0";"1";"0";"360003";"2144";"360003";"360003"
"298";"285";"155";"4";"12";"8488";"285";"4";"8488";"155";"12";"7135";"7135";"0";"1";"0";"155004";"7135";"155004";"155004"
"299";"285";"550";"7";"51";"8890";"285";"7";"8890";"550";"51";"533";"533";"0";"1";"0";"550007";"533";"550007";"550007"
"300";"285";"250";"6";"24";"10063";"285";"6";"10063";"250";"24";"6327";"6327";"0";"1";"0";"250006";"6327";"250006";"250006"
"301";"285";"766";"4";"72";"9100";"285";"4";"9100";"766";"72";"1359";"1359";"0";"1";"0";"766004";"1359";"766004";"766004"
"302";"285";"630";"14";"57";"10024";"285";"14";"10024";"630";"57";"2532";"2532";"0";"1";"0";"630014";"2532";"630014";"630014"
"303";"285";"575";"10";"55";"9499";"285";"10";"9499";"575";"55";"593";"593";"0";"1";"0";"575010";"593";"575010";"575010"
"304";"285";"773";"16";"87";"9284";"285";"16";"9284";"773";"87";"643";"643";"0";"1";"0";"773016";"643";"773016";"773016"
"305";"285";"269";"1";"35";"8701";"285";"1";"8701";"269";"35";"3844";"3844";"0";"1";"0";"269001";"3844";"269001";"269001"
"306";"285";"167";"4";"17";"8526";"285";"4";"8526";"167";"17";"4844";"4844";"0";"1";"0";"167004";"4844";"167004";"167004"
"307";"285";"223";"3";"22";"8574";"285";"3";"8574";"223";"22";"3606";"3606";"0";"1";"0";"223003";"3606";"223003";"223003"
"308";"285";"101";"28";"6";"9789";"285";"28";"9789";"101";"6";"8516";"8516";"0";"1";"0";"101028";"8516";"101028";"101028"
"309";"285";"787";"18";"87";"9304";"285";"18";"9304";"787";"87";"849";"849";"0";"1";"0";"787018";"849";"787018";"787018"
"310";"285";"851";"3";"92";"9356";"285";"3";"9356";"851";"92";"6443";"6443";"0";"1";"0";"851003";"6443";"851003";"851003"
"311";"285";"860";"11";"85";"9221";"285";"11";"9221";"860";"85";"3530";"3530";"0";"1";"0";"860011";"3530";"860011";"860011"
"312";"285";"550";"15";"51";"8894";"285";"15";"8894";"550";"51";"634";"634";"0";"1";"0";"550015";"634";"550015";"550015"
"313";"285";"751";"53";"64";"9997";"285";"53";"9997";"751";"64";"2822";"2822";"0";"1";"0";"751053";"2822";"751053";"751053"
"314";"285";"849";"6";"86";"9254";"285";"6";"9254";"849";"86";"765";"765";"0";"1";"0";"849006";"765";"849006";"849006"
"315";"285";"575";"11";"55";"9500";"285";"11";"9500";"575";"55";"1416";"1416";"0";"1";"0";"575011";"1416";"575011";"575011"
"316";"285";"461";"28";"43";"9976";"285";"28";"9976";"461";"43";"4475";"4475";"0";"1";"0";"461028";"4475";"461028";"461028"
"317";"285";"550";"8";"51";"8891";"285";"8";"8891";"550";"51";"871";"871";"0";"1";"0";"550008";"871";"550008";"550008"
"318";"285";"510";"35";"61";"8996";"285";"35";"8996";"510";"61";"689";"689";"0";"1";"0";"510035";"689";"510035";"510035"
"319";"285";"169";"10";"19";"8549";"285";"10";"8549";"169";"19";"6156";"6156";"0";"1";"0";"169010";"6156";"169010";"169010"
"320";"285";"159";"1";"15";"8515";"285";"1";"8515";"159";"15";"5253";"5253";"0";"1";"0";"159001";"5253";"159001";"159001"
"321";"285";"860";"21";"85";"9230";"285";"21";"9230";"860";"85";"2631";"2631";"0";"1";"0";"860021";"2631";"860021";"860021"
"322";"285";"760";"9";"83";"9884";"285";"9";"9884";"760";"83";"1098";"1098";"0";"1";"0";"760009";"1098";"760009";"760009"
"323";"285";"316";"3";"37";"9585";"285";"3";"9585";"316";"37";"5556";"5556";"0";"1";"0";"316003";"5556";"316003";"316003"
"324";"285";"840";"8";"88";"9328";"285";"8";"9328";"840";"88";"1332";"1332";"0";"1";"0";"840008";"1332";"840008";"840008"
"325";"285";"787";"4";"87";"9290";"285";"4";"9290";"787";"87";"769";"769";"0";"1";"0";"787004";"769";"787004";"787004"
"326";"285";"561";"23";"52";"10043";"285";"23";"10043";"561";"52";"2951";"2951";"0";"1";"0";"561023";"2951";"561023";"561023"
"327";"285";"173";"9";"14";"8512";"285";"9";"8512";"173";"14";"2270";"2270";"0";"1";"0";"173009";"2270";"173009";"173009"
"328";"285";"751";"33";"63";"9993";"285";"33";"9993";"751";"63";"3160";"3160";"0";"1";"0";"751033";"3160";"751033";"751033"
"329";"285";"210";"2";"22";"8567";"285";"2";"8567";"210";"22";"3561";"3561";"0";"1";"0";"210002";"3561";"210002";"210002"
"330";"285";"573";"18";"54";"8929";"285";"18";"8929";"573";"54";"2901";"2901";"0";"1";"0";"573018";"2901";"573018";"573018"
"331";"285";"766";"7";"72";"9633";"285";"7";"9633";"766";"72";"3657";"3657";"0";"1";"0";"766007";"3657";"766007";"766007"
"332";"285";"161";"5";"20";"8560";"285";"5";"8560";"161";"20";"1492";"1492";"0";"1";"0";"161005";"1492";"161005";"161005"
"333";"285";"730";"29";"67";"9053";"285";"29";"9053";"730";"67";"5594";"5594";"0";"1";"0";"730029";"5594";"730029";"730029"
"334";"285";"410";"10";"45";"8827";"285";"10";"8827";"410";"45";"2182";"2182";"0";"1";"0";"410010";"2182";"410010";"410010"
"335";"285";"756";"6";"79";"10007";"285";"6";"10007";"756";"79";"827";"827";"0";"1";"0";"756006";"827";"756006";"756006"
"336";"285";"320";"6";"33";"8669";"285";"6";"8669";"320";"33";"3244";"3244";"0";"1";"0";"320006";"3244";"320006";"320006"
"337";"285";"530";"1";"55";"8941";"285";"1";"8941";"530";"55";"5392";"5392";"0";"1";"0";"530001";"5392";"530001";"530001"
"338";"285";"219";"7";"23";"9728";"285";"7";"9728";"219";"23";"1616";"1616";"0";"1";"0";"219007";"1616";"219007";"219007"
"339";"285";"240";"3";"25";"8610";"285";"3";"8610";"240";"25";"5634";"5634";"0";"1";"0";"240003";"5634";"240003";"240003"
"340";"285";"580";"3";"50";"9617";"285";"3";"9617";"580";"50";"5470";"5470";"0";"1";"0";"580003";"5470";"580003";"580003"
"341";"285";"510";"16";"61";"8980";"285";"16";"8980";"510";"61";"395";"395";"0";"1";"0";"510016";"395";"510016";"510016"
"342";"285";"820";"3";"88";"9315";"285";"3";"9315";"820";"88";"741";"741";"0";"1";"0";"820003";"741";"820003";"820003"
"343";"285";"740";"6";"77";"9639";"285";"6";"9639";"740";"77";"5794";"5794";"0";"1";"0";"740006";"5794";"740006";"740006"
"344";"285";"561";"16";"53";"9858";"285";"16";"9858";"561";"53";"6150";"6150";"0";"1";"0";"561016";"6150";"561016";"561016"
"345";"285";"779";"9";"74";"9140";"285";"9";"9140";"779";"74";"758";"758";"0";"1";"0";"779009";"758";"779009";"779009"
"346";"285";"766";"8";"72";"9103";"285";"8";"9103";"766";"72";"612";"612";"0";"1";"0";"766008";"612";"766008";"766008"
"347";"285";"510";"31";"61";"8992";"285";"31";"8992";"510";"61";"456";"456";"0";"1";"0";"510031";"456";"510031";"510031"
"348";"285";"482";"6";"47";"9487";"285";"6";"9487";"482";"47";"165";"165";"0";"1";"0";"482006";"165";"482006";"482006"
"349";"285";"751";"13";"62";"9005";"285";"13";"9005";"751";"62";"4358";"4358";"0";"1";"0";"751013";"4358";"751013";"751013"
"350";"285";"101";"59";"6";"10060";"285";"59";"10060";"101";"6";"6790";"6790";"0";"1";"0";"101059";"6790";"101059";"101059"
"351";"285";"849";"18";"86";"9265";"285";"18";"9265";"849";"86";"2728";"2728";"0";"1";"0";"849018";"2728";"849018";"849018"
"352";"285";"751";"66";"62";"9006";"285";"66";"9006";"751";"62";"4933";"4933";"0";"1";"0";"751066";"4933";"751066";"751066"
"353";"285";"766";"17";"72";"9111";"285";"17";"9111";"766";"72";"1274";"1274";"0";"1";"0";"766017";"1274";"766017";"766017"
"354";"285";"657";"29";"81";"9666";"285";"29";"9666";"657";"81";"1300";"1300";"0";"1";"0";"657029";"1300";"657029";"657029"
"355";"285";"787";"1";"87";"9287";"285";"1";"9287";"787";"87";"7885";"7885";"0";"1";"0";"787001";"7885";"787001";"787001"
"356";"285";"185";"2";"12";"8490";"285";"2";"8490";"185";"12";"5560";"5560";"0";"1";"0";"185002";"5560";"185002";"185002"
"357";"285";"773";"1";"87";"9269";"285";"1";"9269";"773";"87";"859";"859";"0";"1";"0";"773001";"859";"773001";"773001"
"358";"285";"849";"9";"86";"9257";"285";"9";"9257";"849";"86";"1160";"1160";"0";"1";"0";"849009";"1160";"849009";"849009"
"359";"285";"101";"18";"4";"9779";"285";"18";"9779";"101";"4";"9261";"9261";"0";"1";"0";"101018";"9261";"101018";"101018"
"360";"285";"573";"8";"54";"8923";"285";"8";"8923";"573";"54";"885";"885";"0";"1";"0";"573008";"885";"573008";"573008"
"361";"285";"510";"4";"61";"8974";"285";"4";"8974";"510";"61";"316";"316";"0";"1";"0";"510004";"316";"510004";"510004"
"362";"285";"430";"16";"48";"8879";"285";"16";"8879";"430";"48";"863";"863";"0";"1";"0";"430016";"863";"430016";"430016"
"363";"285";"860";"6";"85";"9218";"285";"6";"9218";"860";"85";"1432";"1432";"0";"1";"0";"860006";"1432";"860006";"860006"
"364";"285";"813";"6";"84";"9198";"285";"6";"9198";"813";"84";"2050";"2050";"0";"1";"0";"813006";"2050";"813006";"813006"
"365";"285";"730";"32";"68";"9063";"285";"32";"9063";"730";"68";"3484";"3484";"0";"1";"0";"730032";"3484";"730032";"730032"
"366";"285";"259";"7";"34";"8679";"285";"7";"8679";"259";"34";"2722";"2722";"0";"1";"0";"259007";"2722";"259007";"259007"
"367";"285";"657";"20";"81";"9664";"285";"20";"9664";"657";"81";"436";"436";"0";"1";"0";"657020";"436";"657020";"657020"
"368";"285";"773";"13";"87";"9281";"285";"13";"9281";"773";"87";"724";"724";"0";"1";"0";"773013";"724";"773013";"773013"
"369";"285";"480";"8";"45";"8836";"285";"8";"8836";"480";"45";"1027";"1027";"0";"1";"0";"480008";"1027";"480008";"480008"
"370";"285";"190";"7";"25";"8607";"285";"7";"8607";"190";"25";"5015";"5015";"0";"1";"0";"190007";"5015";"190007";"190007"
"371";"285";"219";"5";"23";"8581";"285";"5";"8581";"219";"23";"1915";"1915";"0";"1";"0";"219005";"1915";"219005";"219005"
"372";"285";"760";"10";"83";"9177";"285";"10";"9177";"760";"83";"2915";"2915";"0";"1";"0";"760010";"2915";"760010";"760010"
"373";"285";"615";"11";"71";"9092";"285";"11";"9092";"615";"71";"5180";"5180";"0";"1";"0";"615011";"5180";"615011";"615011"
"374";"285";"730";"4";"68";"9057";"285";"4";"9057";"730";"68";"691";"691";"0";"1";"0";"730004";"691";"730004";"730004"
"375";"285";"370";"27";"32";"8660";"285";"27";"8660";"370";"32";"5048";"5048";"0";"1";"0";"370027";"5048";"370027";"370027"
"376";"285";"350";"6";"34";"8694";"285";"6";"8694";"350";"34";"3789";"3789";"0";"1";"0";"350006";"3789";"350006";"350006"
"377";"285";"440";"2";"46";"9478";"285";"2";"9478";"440";"46";"5683";"5683";"0";"1";"0";"440002";"5683";"440002";"440002"
"378";"285";"340";"2";"39";"8748";"285";"2";"8748";"340";"39";"1677";"1677";"0";"1";"0";"340002";"1677";"340002";"340002"
"379";"285";"101";"19";"4";"9780";"285";"19";"9780";"101";"4";"10588";"10588";"0";"1";"0";"101019";"10588";"101019";"101019"
"380";"285";"849";"19";"86";"9266";"285";"19";"9266";"849";"86";"2383";"2383";"0";"1";"0";"849019";"2383";"849019";"849019"
"381";"285";"573";"13";"54";"8926";"285";"13";"8926";"573";"54";"1936";"1936";"0";"1";"0";"573013";"1936";"573013";"573013"
"382";"285";"813";"19";"84";"9211";"285";"19";"9211";"813";"84";"834";"834";"0";"1";"0";"813019";"834";"813019";"813019"
"383";"285";"101";"1";"1";"9764";"285";"1";"9764";"101";"1";"12567";"12567";"0";"1";"0";"101001";"12567";"101001";"101001"
"384";"285";"336";"3";"33";"9465";"285";"3";"9465";"336";"33";"5224";"5224";"0";"1";"0";"336003";"5224";"336003";"336003"
"385";"285";"101";"58";"5";"10059";"285";"58";"10059";"101";"5";"12033";"12033";"0";"1";"0";"101058";"12033";"101058";"101058"
"386";"285";"851";"35";"90";"9347";"285";"35";"9347";"851";"90";"4639";"4639";"0";"1";"0";"851035";"4639";"851035";"851035"
"387";"285";"159";"2";"15";"9922";"285";"2";"9922";"159";"15";"7064";"7064";"0";"1";"0";"159002";"7064";"159002";"159002"
"388";"285";"320";"7";"33";"8670";"285";"7";"8670";"320";"33";"3333";"3333";"0";"1";"0";"320007";"3333";"320007";"320007"
"389";"285";"756";"7";"79";"10008";"285";"7";"10008";"756";"79";"13694";"13694";"0";"1";"0";"756007";"13694";"756007";"756007"
"390";"285";"710";"9";"69";"9071";"285";"9";"9071";"710";"69";"3252";"3252";"0";"1";"0";"710009";"3252";"710009";"710009"
"391";"285";"630";"1";"57";"8956";"285";"1";"8956";"630";"57";"2648";"2648";"0";"1";"0";"630001";"2648";"630001";"630001"
"392";"285";"510";"5";"61";"9708";"285";"5";"9708";"510";"61";"2841";"2841";"0";"1";"0";"510005";"2841";"510005";"510005"
"393";"285";"101";"9";"2";"9771";"285";"9";"9771";"101";"2";"17725";"17725";"0";"1";"0";"101009";"17725";"101009";"101009"
