Bogstavbetegnelse_x,Listenavn,Navn,Stemmetal,Bogstavbetegnelse_y,Rank,Instagram Tag,Follower Count,Number of Posts,missing_followers,missing_posts,municipality
D,Ham Stokken,Martin Skytte,12,D,,skyttoman,41.0,1.0,False,False,Frederiksberg
E,Hvid-sten Frederiksbergs uafhængige Borgerliste,Per Odin Thiim Thim,30,E,,-,,,True,True,Frederiksberg
F,SF - Socialistisk Folkeparti,August Gade,321,F,,ag.gaden,155.0,6.0,False,False,Frederiksberg
F,SF - Socialistisk Folkeparti,Bjarke Bisgaard Yolal,73,F,,bjarkebisgaard,927.0,1529.0,False,False,Frederiksberg
F,SF - Socialistisk Folkeparti,Carsten Dyring Nielsen,7,F,,carstendyringnielsen,294.0,207.0,False,False,Frederiksberg
F,SF - Socialistisk Folkeparti,Carsten Nørballe,54,F,,-,,,True,True,Frederiksberg
F,SF - Socialistisk Folkeparti,Henning C. Hansen,33,F,,-,,,True,True,Frederiksberg
F,SF - Socialistisk Folkeparti,Henriette Cavling,20,F,,-,,,True,True,Frederiksberg
F,SF - Socialistisk Folkeparti,Jesper Jerry Schou Nielsen,20,F,,-,,,True,True,Frederiksberg
F,SF - Socialistisk Folkeparti,Julius Lundsteen,42,F,,-,,,True,True,Frederiksberg
F,SF - Socialistisk Folkeparti,Lotte Kofoed,1216,F,,lottekofoed,1102.0,989.0,False,False,Frederiksberg
F,SF - Socialistisk Folkeparti,Michella Lescher,335,F,,milescher,575.0,150.0,False,False,Frederiksberg
F,SF - Socialistisk Folkeparti,Nikolaj Rachdi Bührmann,145,F,,nikolajbuhrmann,15.0,6.0,False,False,Frederiksberg
F,SF - Socialistisk Folkeparti,Nina Wendt,109,F,,ninaawendt,1152.0,28.0,False,False,Frederiksberg
F,SF - Socialistisk Folkeparti,Peter Kristiansen,21,F,,-,,,True,True,Frederiksberg
F,SF - Socialistisk Folkeparti,René Hülz,43,F,,-,,,True,True,Frederiksberg
F,SF - Socialistisk Folkeparti,Tomas Munch Nielsen,6,F,,thomasnielsen1965,230.0,324.0,False,False,Frederiksberg
I,Liberal Alliance,Bettina Palle,25,I,,betpal,1665.0,1199.0,False,False,Frederiksberg
I,Liberal Alliance,Frederik Tuxen Bjerrum,144,I,,frederik_tuxen_bjerrum,155.0,61.0,False,False,Frederiksberg
I,Liberal Alliance,Henrik Karl Hierl,42,I,,hierlhenrik,734.0,311.0,False,False,Frederiksberg
I,Liberal Alliance,Henrik Murmann,23,I,,-,,,True,True,Frederiksberg
I,Liberal Alliance,Joseph Favilla,92,I,,josephfavilla,2460.0,606.0,False,False,Frederiksberg
I,Liberal Alliance,Lars Berg Andersen,389,I,,larsbergandersen,632.0,227.0,False,False,Frederiksberg
I,Liberal Alliance,Line Østergaard Olsen,41,I,,-,,,True,True,Frederiksberg
J,Bitten Vivi Jensen,Bitten Vivi Jensen,112,J,,bittenvivi,692.0,66.0,False,False,Frederiksberg
J,Bitten Vivi Jensen,Pierre Larsen,1,J,,-,,,True,True,Frederiksberg
J,Bitten Vivi Jensen,Thomas Olsen,4,J,,-,,,True,True,Frederiksberg
K,Kristendemokraterne,Helle Wulff,12,K,,wulffhelle,63.0,5.0,False,False,Frederiksberg
M,Moderaterne,Cecilie Fisker,114,M,,ceciliefiskerr,1170.0,142.0,False,False,Frederiksberg
M,Moderaterne,Helle Sjelle,269,M,,hellesjelle,776.0,357.0,False,False,Frederiksberg
M,Moderaterne,Kurt Pii,12,M,,-,,,True,True,Frederiksberg
M,Moderaterne,Mads Freund,24,M,,mads_freund,115.0,35.0,False,False,Frederiksberg
M,Moderaterne,Thomas Jean Nielsen,74,M,,tvebak1970,227.0,353.0,False,False,Frederiksberg
O,Dansk Folkeparti,Berit Christiansen,29,O,,-,,,True,True,Frederiksberg
O,Dansk Folkeparti,Bodil Hebeltoft,78,O,,-,,,True,True,Frederiksberg
O,Dansk Folkeparti,David Gerschwald,72,O,,-,,,True,True,Frederiksberg
O,Dansk Folkeparti,Margit W. Peters,11,O,,-,,,True,True,Frederiksberg
O,Dansk Folkeparti,Matthew Dawids,106,O,,matthewdawids,512.0,27.0,False,False,Frederiksberg
T,Borgernes Frederiksberg,Claude Teisen-Simony,12,T,,-,,,True,True,Frederiksberg
V,"Venstre, Danmarks Liberale Parti",Brit Hovgaard,26,V,,brit_hovgaard,371.0,1216.0,False,False,Frederiksberg
V,"Venstre, Danmarks Liberale Parti",Casper Pedersen,136,V,,pedersencas,754.0,45.0,False,False,Frederiksberg
V,"Venstre, Danmarks Liberale Parti",Christian Ohm-Hieronymussen,25,V,,hierony67,63.0,30.0,False,False,Frederiksberg
V,"Venstre, Danmarks Liberale Parti",Frank Stjerne,3,V,,frank.stjerne,461.0,38.0,False,False,Frederiksberg
V,"Venstre, Danmarks Liberale Parti",Jan E. Jørgensen,1695,V,,jan_e_joergensen,3951.0,900.0,False,False,Frederiksberg
V,"Venstre, Danmarks Liberale Parti",Joachim Høyrup,9,V,,joachimhoeyrup,165.0,4.0,False,False,Frederiksberg
V,"Venstre, Danmarks Liberale Parti",Malene Sandfeld,241,V,,malene_sandfeld,1367.0,180.0,False,False,Frederiksberg
V,"Venstre, Danmarks Liberale Parti",Michael Schrøder,46,V,,-,,,True,True,Frederiksberg
V,"Venstre, Danmarks Liberale Parti",Per Ludvigsen,62,V,,-,,,True,True,Frederiksberg
V,"Venstre, Danmarks Liberale Parti",Per Paludan Hansen,16,V,,perpaludan,580.0,69.0,False,False,Frederiksberg
V,"Venstre, Danmarks Liberale Parti",Preben Boldt,18,V,,-,,,True,True,Frederiksberg
V,"Venstre, Danmarks Liberale Parti",Susanne Bonfils,13,V,,susannebonfils,72.0,68.0,False,False,Frederiksberg
V,"Venstre, Danmarks Liberale Parti",Søren Bach,37,V,,-,,,True,True,Frederiksberg
V,"Venstre, Danmarks Liberale Parti",Søren Frost,58,V,,-,,,True,True,Frederiksberg
Å,Alternativet,Annedorthe Kring,43,Å,,annedorthekring,76.0,76.0,False,False,Frederiksberg
Å,Alternativet,Kim Hjerrild,128,Å,,kim_hjerrild,304.0,209.0,False,False,Frederiksberg
Å,Alternativet,Mette Bram,359,Å,,alternativmette,331.0,91.0,False,False,Frederiksberg
Å,Alternativet,Thomas Mølgaard Andersen,66,Å,,-,,,True,True,Frederiksberg
Å,Alternativet,Tim Wodskou,83,Å,,timwodskou,81.0,8.0,False,False,Frederiksberg
Æ,Danmarksdemokraterne - Inger Støjberg,Eva Bechmann,76,Æ,,evabechmann,357.0,14.0,False,False,Frederiksberg
Ø,Enhedslisten - De Rød-Grønne,Anne Eggen,64,Ø,,-,,,True,True,Frederiksberg
Ø,Enhedslisten - De Rød-Grønne,Benjamin Birke Kirkeskov,6,Ø,,-,,,True,True,Frederiksberg
Ø,Enhedslisten - De Rød-Grønne,Bianca Vitting,659,Ø,,bvitting,330.0,,False,True,Frederiksberg
Ø,Enhedslisten - De Rød-Grønne,Birgit Bech,66,Ø,,-,,,True,True,Frederiksberg
Ø,Enhedslisten - De Rød-Grønne,Christina Ytzen Lauridsen,31,Ø,,-,,,True,True,Frederiksberg
Ø,Enhedslisten - De Rød-Grønne,Connie Dupont,9,Ø,,conniedupont6,36.0,0.0,False,False,Frederiksberg
Ø,Enhedslisten - De Rød-Grønne,Daniel Panduro,71,Ø,,danielpandurodk,1169.0,509.0,False,False,Frederiksberg
Ø,Enhedslisten - De Rød-Grønne,Else Guldager,109,Ø,,-,,,True,True,Frederiksberg
Ø,Enhedslisten - De Rød-Grønne,Emil Samaras,345,Ø,,emil_samaras,2675.0,745.0,False,False,Frederiksberg
Ø,Enhedslisten - De Rød-Grønne,Gabriel Egholm Rasmussen,81,Ø,,-,,,True,True,Frederiksberg
Ø,Enhedslisten - De Rød-Grønne,Jakob Ørsted,116,Ø,,-,,,True,True,Frederiksberg
Ø,Enhedslisten - De Rød-Grønne,Laurids Kristian Fahl,18,Ø,,-,,,True,True,Frederiksberg
Ø,Enhedslisten - De Rød-Grønne,Mads-Emil Gaardsvig Christensen,67,Ø,,madsemilc,574.0,53.0,False,False,Frederiksberg
Ø,Enhedslisten - De Rød-Grønne,Marianne Rohde,13,Ø,,-,,,True,True,Frederiksberg
Ø,Enhedslisten - De Rød-Grønne,Mia Haugaard,187,Ø,,mia_michelle_haugaard,186.0,21.0,False,False,Frederiksberg
Ø,Enhedslisten - De Rød-Grønne,Morten K. Christensen-Hornehøj,26,Ø,,-,,,True,True,Frederiksberg
Ø,Enhedslisten - De Rød-Grønne,Palle Bisgaard,183,Ø,,palle_bisgaard,229.0,0.0,False,False,Frederiksberg
Ø,Enhedslisten - De Rød-Grønne,Pil Yildiz,525,Ø,,pilyildiz,648.0,128.0,False,False,Frederiksberg
Ø,Enhedslisten - De Rød-Grønne,Rasmus Holme,838,Ø,,rasmusholme,1366.0,276.0,False,False,Frederiksberg
Ø,Enhedslisten - De Rød-Grønne,Rosa Agersnap Bone,1423,Ø,,rosa.agersnap,3701.0,231.0,False,False,Frederiksberg
Ø,Enhedslisten - De Rød-Grønne,Tilde Nordin Dræger,80,Ø,,-,,,True,True,Frederiksberg
Ø,Enhedslisten - De Rød-Grønne,Tone Høybye,129,Ø,,tonehoybye,40.0,37.0,False,False,Frederiksberg
